PROTID	GENEID	PROTLEN	AP_GFP_C_1_S2-A2_1_6530_SPC	AP_GFP_C_2_S2-A3_1_6531_SPC	AP_GFP_C_3_S2-A4_1_6532_SPC	AP_GFP_MED_NLS_1_S2-B2_1_6542_SPC	AP_GFP_MED_NLS_2_S2-B3_1_6543_SPC	AP_GFP_MED_NLS_3_S2-B4_1_6544_SPC	AP_GFP_MYC_NLS_1_S2-B6_1_6546_SPC	AP_GFP_MYC_NLS_2_S2-B7_1_6547_SPC	AP_GFP_MYC_NLS_3_S2-B8_1_6548_SPC	AP_GFP_NLS1_1_S2-A10_1_6538_SPC	AP_GFP_NLS1_2_S2-A11_1_6539_SPC	AP_GFP_NLS1_3_S2-A12_1_6540_SPC	AP_GFP_N_1_S2-A6_1_6534_SPC	AP_GFP_N_2_S2-A7_1_6535_SPC	AP_GFP_N_3_S2-A8_1_6536_SPC	AP_gfp-nls_1_S2-A7_1_4617_SPC	AP_gfp-nls_1_S2-A8_1_4618_SPC	GFP1a_Rita_AP_S1-A1_1_1425_SPC	GFP1b_Rita_AP_S1-A2_1_1426_SPC	GFP_AP1_S3-B5_1_1170_SPC	GFP_AP2_S3-B6_1_1171_SPC	GFP_AP3_S3-B7_1_1172_SPC	GFP_AP_1_S1-A8_1_4038_SPC	GFP_AP_2_S1-A9_1_4039_SPC	GFP_C_1_AP_S1-A5_1_6779_SPC	GFP_C_2_AP_S1-A6_1_6780_SPC	GFP_C_AP_1_S2-B2_1_4529_SPC	GFP_C_AP_2_S2-B3_1_4530_SPC	GFP_C_AP_3_S2-B4_1_4531_SPC	GFP_N_1_AP_S1-A8_1_6782_SPC	GFP_N_2_AP_S1-A9_1_6783_SPC	MAC2_C_GFP1_S3-A1_1_3574_SPC	MAC2_C_GFP2_S3-A2_1_3575_SPC	MAC2_C_GFP3_S3-A3_1_3576_SPC	MAC2_C_GFP4_S3-A4_1_3577_SPC	MAC2_C_GFP5_S3-A5_1_3578_SPC	MAC2_C_GFP6_S3-A6_1_3579_SPC	MAC2_C_GFP7_S3-A7_1_3580_SPC	MAC2_C_GFP8_S3-A8_1_3581_SPC	MAC2_N_GFP1_S3-B1_1_3583_SPC	MAC2_N_GFP2_S3-B2_1_3584_SPC	MAC2_N_GFP3_S3-B3_1_3585_SPC	MAC2_N_GFP4_S3-B4_1_3586_SPC	MAC2_N_GFP5_S3-B5_1_3587_SPC	MAC2_N_GFP6_S3-B6_1_3588_SPC	MAC2_N_GFP7_S3-B7_1_3589_SPC	MAC2_N_GFP8_S3-B8_1_3590_SPC	MAC_C_GFP1_S3-A1_1_3646_SPC	MAC_C_GFP2_S3-A2_1_3647_SPC	MAC_C_GFP3_S3-A3_1_3648_SPC	MAC_C_GFP4_S3-A4_1_3649_SPC	MAC_C_GFP5_S3-A5_1_3650_SPC	MAC_C_GFP6_S3-A6_1_3651_SPC	MAC_C_GFP7_S3-A7_1_3652_SPC	MAC_C_GFP8_S3-A8_1_3653_SPC	MAC_N_GFP1_S3-C1_1_3664_SPC	MAC_N_GFP2_S3-C2_1_3665_SPC	MAC_N_GFP3_S3-C3_1_3666_SPC	MAC_N_GFP4_S3-C4_1_3667_SPC	MAC_N_GFP5_S3-C5_1_3668_SPC	MAC_N_GFP6_S3-C6_1_3669_SPC	MAC_N_GFP7_S3-C7_1_3670_SPC	MAC_N_GFP8_S3-C8_1_3671_SPC	MED_1_AP_S1-A11_1_6785_SPC	MED_2_AP_S1-A12_1_6786_SPC	MYC_1_AP_S1-B2_1_6788_SPC	MYC_2_AP_S1-B3_1_6789_SPC	NLS1_1_AP_S1-A2_1_6776_SPC	NLS1_2_AP_S1-A3_1_6777_SPC	SUC_N_GFP1_S3-D1_1_3601_SPC	SUC_N_GFP2_S3-D2_1_3602_SPC	SUC_N_GFP3_S3-D3_1_3603_SPC	SUC_N_GFP4_S3-D4_1_3604_SPC	SUC_N_GFP5_S3-D5_1_3605_SPC	SUC_N_GFP6_S3-D6_1_3606_SPC	SUC_N_GFP7_S3-D7_1_3607_SPC	SUC_N_GFP8_S3-D8_1_3608_SPC
Q8TDN6	BRIX1	353	14	12	12	5	5	5	9	10	8	6	7	4	18	20	13	2	0	7	6	19	15	19	2	2	4	13	7	2	0	21	12	19	15	16	17	16	16	18	19	11	14	7	12	13	14	14	12	20	13	22	20	15	14	18	16	10	13	13	9	11	11	17	8	13	22	7	22	17	25	19	23	25	19	20	22	25	26
Q8TDP1	RNASEH2C	164	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
Q8TDW0	LRRC8C	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q8TDX7	NEK7	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2
Q8TDY2	RB1CC1	1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Q8TDZ2	MICAL1	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TE02	ELP5	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	1	0	1	2	1	2	1	4	2	2	3	2	5	4	3	3	6	5	1	1	1	0	0	0	0	0	4	1	4	4	1	3	1	3	0	0	0	0	0	0	3	3	5	4	2	1	3	3
Q8TE77	SSH3	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TEA8	DTD1	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TEB1	DCAF11	546	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Q8TEB9	RHBDD1	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q8TED0	UTP15	518	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	4	1	2	0	3	0	1	1	1	2	0	0	1	0	1	0	3	1	1	2	3	3	0	2	1	1	2
Q8TED1	GPX8	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3	3	1	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q8TEH3	DENND1A	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TEK3	DOT1L	1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TEM1	NUP210	1887	4	2	2	1	1	0	5	4	3	4	5	3	6	4	1	16	10	0	0	17	23	19	0	1	5	1	0	0	0	1	1	11	10	8	9	11	7	7	14	7	8	2	5	4	5	3	7	20	20	21	23	16	16	15	17	1	9	4	8	4	10	6	5	1	3	0	3	2	6	14	17	12	17	16	13	15	14
Q8TEP8	CEP192	2537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	2	3	2	1	0	2	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	1
Q8TEQ6	GEMIN5	1508	11	10	15	2	1	0	8	13	7	12	18	18	12	13	6	0	0	1	0	11	8	17	7	7	6	10	0	0	0	0	0	27	31	23	20	29	31	27	30	19	17	19	18	13	20	20	15	12	13	15	8	8	6	10	8	1	4	3	2	2	2	3	3	0	3	0	1	3	5	5	14	7	8	8	8	7	8
Q8TEQ8	PIGO	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TER5	ARHGEF40	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TEU7	RAPGEF6	1601	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	1	4	2	5	6	4	4	6	4	3	6	11	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	3	2	0	1
Q8TEW0	PARD3	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	0	0	0	0	0	0	0	0	0	1	2	1	1	1	2	3	2	5	6	5	7	5	6	5	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	2	2	1	2	3	3	2	2
Q8TEX9	IPO4	1081	2	4	3	1	1	0	0	1	0	0	0	1	4	4	1	0	0	0	1	16	10	14	0	0	1	3	0	0	0	1	1	8	9	5	11	9	17	10	10	3	4	0	1	1	1	0	1	21	27	28	24	27	20	34	25	8	8	15	14	15	11	8	13	1	1	0	0	2	2	19	18	16	15	20	13	14	18
Q8TEY5	CREB3L4	395	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TF01	PNISR	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TF05	PPP4R1	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TF42	UBASH3B	649	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Q8TF46	DIS3L	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	4	4	3	5	3	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TF68	ZNF384	577	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TF71	SLC16A10	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WTS6	SETD7	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WTT2	NOC3L	800	3	2	2	5	1	3	7	5	5	2	2	2	10	10	12	2	0	0	0	11	7	11	0	0	1	3	0	0	0	9	2	5	2	1	4	2	1	4	2	4	4	2	6	2	5	1	4	5	3	6	4	3	2	5	6	0	0	0	0	0	0	0	1	2	4	1	2	3	5	8	2	4	3	2	6	5	6
Q8WTV0	SCARB1	552	0	0	0	0	0	2	1	0	2	2	2	1	0	0	0	0	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WTW3	COG1	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	7	4	4	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	3	2
Q8WTW4	NPRL2	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q8WU39	MZB1	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WU76	SCFD2	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	1	2	2	0	0	0	0	0	0	0	0	4	3	4	5	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	1	1	1	3
Q8WU79	SMAP2	429	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	9	2	4	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WU90	ZC3H15	426	3	1	2	3	2	2	2	4	3	1	3	2	3	8	3	0	0	0	0	2	1	1	0	0	0	0	4	1	0	0	0	1	3	3	1	2	3	2	5	5	3	5	1	2	3	6	3	1	2	1	2	2	1	1	1	2	2	0	1	0	2	1	2	0	0	0	0	0	0	4	1	2	2	3	2	2	2
Q8WUA2	PPIL4	492	2	0	0	5	3	2	2	4	0	1	1	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	2	2	1	1	0	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	2
Q8WUA4	GTF3C2	911	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	10	10	6	0	0	0	0	0	0	0	0	0	4	3	2	2	2	7	7	4	2	1	2	1	2	1	2	1	7	8	3	9	2	7	6	5	2	4	1	1	1	1	0	1	0	0	0	0	0	0	6	5	6	4	5	3	7	4
Q8WUA7	TBC1D22A	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUB8	PHF10	498	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	4	4	4	5	4	4	0	5	1	3	2	0	2	1	0	0	0	1	0	0	0	0	1	0	4	0	1	3	2	2	0	0	0	0	0	0	5	4	7	3	5	4	6	2
Q8WUD1	RAB2B	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	1	2	13	15	13	0	0	0	0	0	0	0	0	0	4	8	7	3	5	5	7	4	3	3	4	2	4	6	3	2	11	15	16	11	12	9	10	10	6	11	12	17	13	9	8	11	0	0	1	0	1	1	6	7	5	10	3	6	5	6
Q8WUD4	CCDC12	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUD6	CHPT1	406	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUH6	TMEM263	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2	1	2	2	2
Q8WUJ1	CYB5D2	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUJ3	CEMIP	1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUK0	PTPMT1	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUM0	NUP133	1156	7	6	4	1	2	1	2	3	2	4	6	3	4	1	3	2	4	0	0	9	7	10	0	0	0	0	0	0	0	1	0	10	7	4	5	7	5	4	4	2	5	1	4	1	2	7	3	6	5	9	6	3	4	6	8	0	1	5	2	2	2	2	1	0	1	0	1	2	0	6	5	8	8	4	11	5	6
Q8WUM4	PDCD6IP	868	1	3	2	0	0	0	0	0	0	1	2	0	1	0	1	0	0	2	3	6	2	4	0	0	1	3	0	0	0	0	2	2	2	4	5	7	2	3	1	1	0	2	2	1	1	0	0	2	3	6	2	2	3	2	3	1	0	3	0	2	1	1	1	0	2	0	0	5	1	6	5	3	4	4	6	3	7
Q8WUN7	UBTD2	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUQ7	CACTIN	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	2	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUW1	BRK1	75	2	2	4	3	3	4	2	2	1	2	2	3	4	5	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	5	2	3	3	4	4	4	7	4	5	6	2	4	0	0	0	0	0	0	0	0	0	0	1	1	3	2	1	0	1	1	0	0	0	0	1	6	1	1	3	2	2	3
Q8WUX2	CHAC2	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	7	12	5	11	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q8WUX9	CHMP7	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUY1	THEM6	208	5	5	7	5	2	4	2	5	5	2	3	3	1	2	0	3	3	0	0	2	4	2	0	1	1	1	1	0	0	0	0	2	2	2	3	2	4	4	3	3	2	4	2	0	1	0	1	3	4	2	5	6	2	2	3	3	1	2	1	3	2	4	3	0	0	0	0	1	2	0	1	1	1	2	2	4	1
Q8WUY3	PRUNE2	3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUY8	NAT14	206	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	4	3	2	2	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q8WUZ0	BCL7C	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	3	1	3	1	1	1	2	2	6	3	2	2	2	3	1	3	0	0	0	2	4	3	2	1	1	1	1	0	1	2	1	0	0	0	0	0	0	0	1	1	1	1	2	1	1	1
Q8WV22	NSMCE1	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WV28	BLNK	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WV74	NUDT8	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WVB6	CHTF18	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WVC0	LEO1	666	3	1	2	2	1	2	2	3	3	3	5	3	3	6	4	0	0	0	0	1	0	0	1	1	0	0	5	3	0	0	0	2	1	1	2	2	2	1	2	1	2	2	1	1	3	2	2	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	2	1	2
Q8WVC6	DCAKD	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	6	9	6	3	5	4	5	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Q8WVD3	RNF138	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WVI0	SMIM4	70	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0
Q8WVJ2	NUDCD2	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	3	1	0	0	0	1
