PROTID	GENEID	PROTLEN	9_1_Bio_S1-E9_1_2770_SPC	9_2_Bio_S1-E10_1_2771_SPC	9_3_Bio_S1-E11_1_2772_SPC	BID_GFP_C_1_S1-B10_1_5630_SPC	BID_GFP_C_1_S1-B6_1_5626_SPC	BID_GFP_C_1_S1-B6_1_6587_SPC	BID_GFP_C_2_S1-B11_1_5631_SPC	BID_GFP_C_2_S1-B7_1_5627_SPC	BID_GFP_C_2_S1-B7_1_6588_SPC	BID_GFP_C_3_S1-B8_1_5628_SPC	BID_GFP_C_3_S1-B8_1_6589_SPC	BID_GFP_MED_NLS_1_S1-C6_1_6599_SPC	BID_GFP_MED_NLS_2_S1-C7_1_6600_SPC	BID_GFP_MED_NLS_3_S1-C8_1_6601_SPC	BID_GFP_MYC_NLS_1_S1-C10_1_6603_SPC	BID_GFP_MYC_NLS_2_S1-C11_1_6604_SPC	BID_GFP_MYC_NLS_3_S1-C12_1_6605_SPC	BID_GFP_NLS1_1_S1-B2_1_5622_SPC	BID_GFP_NLS1_1_S1-C2_1_6595_SPC	BID_GFP_NLS1_2_S1-B3_1_5623_SPC	BID_GFP_NLS1_2_S1-C3_1_6596_SPC	BID_GFP_NLS1_3_S1-B4_1_5624_SPC	BID_GFP_NLS1_3_S1-C4_1_6597_SPC	BID_GFP_N_1_S1-B10_1_6591_SPC	BID_GFP_N_2_S1-B11_1_6592_SPC	BID_GFP_N_3_S1-B12_1_6593_SPC	BID_gfp-nls_1_S2-B6_1_4628_SPC	BID_gfp-nls_2_S2-B7_1_4629_SPC	BID_gfp-nls_3_S2-B8_1_4630_SPC	Bio_GFP_1_S2-A1_1_3928_SPC	Bio_GFP_2_S2-A2_1_3929_SPC	Bio_GFP_3_S2-A3_1_3930_SPC	Bio_GFP_4_S2-A4_1_3931_SPC	GFP1_Bio_S1-C3_1_2608_SPC	GFP1_Bio_S1-C4_1_2609_SPC	GFP1_Bio_S1-C5_1_2610_SPC	GFP1_Bio_S1-C6_1_2611_SPC	GFP_BIO1_S3-D5_1_1185_SPC	GFP_BIO2_S3-D6_1_1186_SPC	GFP_BIOID_Slot1-23_1_251_SPC	GFP_BIOID_Slot1-24_1_254_SPC	GFP_BIO_1_S1-C12_1_4066_SPC	GFP_C_1_Bio_S1-B8_1_6794_SPC	GFP_C_2_Bio_S1-B9_1_6795_SPC	GFP_C_BIO_1_S2-C6_1_4541_SPC	GFP_C_BIO_2_S2-C7_1_4542_SPC	GFP_C_BIO_3_S2-C8_1_4543_SPC	GFP_N_1_Bio_S1-B11_1_6797_SPC	GFP_N_2_Bio_S1-B12_1_6798_SPC	GFP_S1-H2_1_6362_SPC	GFP_S1-H3_1_6363_SPC	MAC2_C_GFP_BIO10_S1-B5_1_4434_SPC	MAC2_C_GFP_BIO1_S3-E1_1_3610_SPC	MAC2_C_GFP_BIO2_S3-E2_1_3611_SPC	MAC2_C_GFP_BIO3_S3-E3_1_3612_SPC	MAC2_C_GFP_BIO4_S3-E4_1_3613_SPC	MAC2_C_GFP_BIO5_S3-E5_1_3614_SPC	MAC2_C_GFP_BIO6_S3-E6_1_3615_SPC	MAC2_C_GFP_BIO7_S3-E7_1_3616_SPC	MAC2_C_GFP_BIO8_S3-E8_1_3617_SPC	MAC2_C_GFP_BIO9_S1-B4_1_4433_SPC	MAC2_N_GFP_BIO10_S1-B8_1_4437_SPC	MAC2_N_GFP_BIO1_S3-F1_1_3619_SPC	MAC2_N_GFP_BIO2_S3-F2_1_3620_SPC	MAC2_N_GFP_BIO3_S3-F3_1_3621_SPC	MAC2_N_GFP_BIO4_S3-F4_1_3622_SPC	MAC2_N_GFP_BIO5_S3-F5_1_3623_SPC	MAC2_N_GFP_BIO6_S3-F6_1_3624_SPC	MAC2_N_GFP_BIO7_S3-F7_1_3625_SPC	MAC2_N_GFP_BIO8_S3-F8_1_3626_SPC	MAC2_N_GFP_BIO9_S1-B7_1_4436_SPC	MAC_N_GFP_BIO4_S3-D4_1_3676_SPC	MAC_N_GFP_BIO5_S3-D5_1_3677_SPC	MED_1_Bio_S1-C2_1_6800_SPC	MED_2_Bio_S1-C3_1_6801_SPC	MYC_1_Bio_S1-C5_1_6803_SPC	MYC_2_Bio_S1-C6_1_6804_SPC	NLS1_1_Bio_S1-B5_1_6791_SPC	NLS1_2_Bio_S1-B6_1_6792_SPC	SUC_N_GFP_BIO10_S1-C2_1_4443_SPC	SUC_N_GFP_BIO1_S3-H1_1_3637_SPC	SUC_N_GFP_BIO2_S3-H2_1_3638_SPC	SUC_N_GFP_BIO3_S3-H3_1_3639_SPC	SUC_N_GFP_BIO4_S3-H4_1_3640_SPC	SUC_N_GFP_BIO5_S3-H5_1_3641_SPC	SUC_N_GFP_BIO6_S3-H6_1_3642_SPC	SUC_N_GFP_BIO7_S3-H7_1_3643_SPC	SUC_N_GFP_BIO8_S3-H8_1_3644_SPC	SUC_N_GFP_BIO9_S1-C1_1_4442_SPC
Q14494	NFE2L1	772	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14498	RBM39	530	14	15	12	5	5	8	4	6	9	6	7	15	14	14	12	16	14	9	12	15	12	7	8	16	13	17	12	12	10	6	10	10	8	16	11	12	12	0	1	14	19	8	6	4	11	7	7	5	4	2	2	11	7	8	18	9	13	15	10	13	7	3	9	9	8	6	9	10	9	7	6	8	8	8	7	7	6	4	5	1	12	10	11	11	12	13	7	9	0
Q14511	NEDD9	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q14517	FAT1	4588	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0
Q14527	HLTF	1009	0	1	0	0	2	5	0	2	3	2	2	6	4	4	4	3	5	9	4	3	8	2	3	4	4	1	3	2	2	1	2	1	1	2	2	2	2	0	0	9	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	7	6	6	2	0	0	0	0	0	0	0	0	0	0
Q14554	PDIA5	519	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14558	PRPSAP1	356	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14562	DHX8	1220	1	1	1	0	0	4	0	0	4	0	5	25	18	21	19	17	17	1	4	0	8	0	8	16	14	18	2	2	2	0	1	0	0	0	0	1	0	7	4	26	27	0	2	2	1	2	1	9	9	0	0	5	4	2	1	2	1	1	1	2	5	0	5	5	3	3	2	7	4	2	1	7	7	11	13	12	14	2	2	0	2	1	2	4	2	3	2	3	1
Q14566	MCM6	821	14	21	20	15	17	13	11	22	16	19	13	29	33	31	26	26	17	26	14	35	23	25	11	22	15	25	23	23	16	13	6	12	11	14	13	11	10	19	22	49	47	10	14	17	1	3	0	13	10	5	8	40	15	18	15	20	17	17	16	13	30	2	8	14	13	9	10	13	13	12	3	4	7	38	25	24	23	14	20	6	24	25	25	26	30	27	27	21	11
Q14571	ITPR2	2701	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	2	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	2	0	0	0	1	0	0	0	0	1	1	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
Q14573	ITPR3	2671	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	22	16	0	0	0	0	0	1	2	0	1	1	0	3	0	1	2	1	0	3	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q14574	DSC3	896	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14586	ZNF267	743	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14592	ZNF460	562	0	0	1	5	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	4	0	0	7	6	1	0	1	0	0	0	0	0	0	0	1	6	4	1	3	3	3	2	2	2	0	2	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	3	4	3	4	5	2	4	4	0
Q14593	ZNF273	569	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14596	NBR1	966	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	1	0	0	0	1	0	0	2	1	1	1	2	2	2	3	0	0	1	1	0	0	0	5	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0	1	1	3	0	7	3	4	3	4	2	5	5	0
Q14642	INPP5A	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14643	ITPR1	2758	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	0	0	6	3	0	0	0	0	1	0	0	0	2	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	0	1	0	0	0	0	0	0	0	0
Q14651	PLS1	629	0	0	0	2	0	3	3	0	3	0	5	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	6	10	2	4	4	9	9	7	1	3	2	4	2	5	3	3	1	2	4	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	2	0	1	0	0	0	1	0	0	0	0
Q14667	KIAA0100	2235	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	2	1	1	0	0	3	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14669	TRIP12	1992	14	12	11	5	3	2	1	1	6	2	4	3	1	4	3	2	6	0	2	0	2	0	5	3	1	2	0	0	0	4	4	3	3	1	0	1	2	1	2	9	10	0	0	2	0	0	0	4	1	1	5	0	1	1	1	0	1	2	0	2	0	0	13	10	10	9	11	17	15	13	2	1	2	7	10	3	10	2	4	0	11	7	7	7	10	11	9	8	0
Q14671	PUM1	1186	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	1	4	1	2	2	2	1	2	2	3	5	3	6	5	8	5	4	7	6	6	2	0	0	0	0	0	0	0	0	2	3	2	4	3	3	2	2	3	1
Q14674	ESPL1	2120	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14676	MDC1	2089	4	10	4	16	15	23	9	13	32	19	27	76	86	62	80	78	68	14	29	8	35	8	24	37	54	53	6	2	4	24	13	26	33	23	14	15	15	21	24	147	134	12	20	15	5	6	7	27	17	27	28	15	32	31	20	21	20	20	22	21	22	27	40	49	41	44	41	44	42	47	17	24	27	30	26	37	41	16	17	2	13	20	12	16	19	16	16	11	2
Q14677	CLINT1	625	3	3	5	12	8	15	16	5	17	3	19	12	11	11	12	11	11	7	12	10	19	4	16	15	17	15	5	8	3	14	10	17	18	12	11	14	13	16	16	30	20	0	15	12	23	32	28	12	12	10	7	7	6	6	7	6	7	10	8	8	12	3	12	12	13	10	11	10	10	9	3	6	7	12	13	11	11	19	13	1	6	9	5	5	5	5	8	6	0
Q14678	KANK1	1352	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2	0	2	2	2	0	1	1	2	2	0
Q14683	SMC1A	1233	39	30	27	15	30	31	18	32	25	31	28	43	38	41	34	33	38	39	26	38	27	39	22	40	44	38	30	47	33	5	10	39	40	23	25	24	25	3	3	71	63	5	20	23	16	23	7	35	39	9	12	17	10	10	12	12	9	10	9	10	11	3	9	4	14	11	10	13	11	10	2	11	9	47	43	52	58	37	32	1	13	20	16	16	13	19	15	17	1
Q14684	RRP1B	758	4	4	2	22	19	3	21	25	3	20	5	10	8	17	6	6	7	26	5	28	4	25	1	17	11	12	24	21	22	6	2	38	35	14	10	18	18	3	1	95	82	6	16	26	14	12	17	38	26	12	16	10	14	16	11	13	10	13	12	11	15	5	14	16	17	15	16	22	20	13	2	19	14	38	41	33	32	19	32	4	9	11	13	12	9	10	16	14	4
Q14686	NCOA6	2063	1	0	1	17	8	20	12	8	18	7	27	45	46	43	46	48	44	19	23	18	24	9	24	13	19	10	8	7	12	6	6	13	13	10	13	14	15	19	20	41	33	3	13	15	3	7	6	14	17	13	10	4	6	0	4	3	2	2	3	3	4	0	7	6	4	5	4	6	7	4	1	19	17	36	31	39	40	16	16	0	0	1	3	2	3	1	2	2	0
Q14687	GSE1	1217	0	0	1	24	13	22	24	9	22	14	22	53	50	46	44	34	37	17	19	22	25	15	25	18	20	15	10	7	3	17	19	32	29	29	22	29	26	24	26	98	86	20	22	23	13	10	11	16	15	21	23	8	9	13	14	15	13	14	15	15	14	1	3	5	5	4	6	7	5	4	4	20	21	55	51	46	48	22	20	0	2	4	2	5	5	2	3	1	0
Q14689	DIP2A	1571	0	1	0	16	0	9	15	0	7	0	6	0	1	0	0	1	0	0	7	0	11	0	6	10	6	7	0	0	0	1	3	3	5	5	3	2	4	3	3	22	20	5	8	12	0	0	0	4	3	5	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	15	10	0	0	0	1	9	9	0	0	0	0	0	0	0	0	0	0
Q14690	PDCD11	1871	0	1	1	4	8	10	4	21	7	13	14	23	29	38	26	21	24	28	10	24	8	18	8	9	9	24	25	33	21	2	1	18	24	14	14	15	10	2	1	59	46	1	2	4	0	0	0	16	13	4	7	8	11	9	8	7	3	5	4	7	5	0	6	5	6	5	3	9	7	9	0	3	3	17	24	10	19	4	8	0	3	4	4	6	4	2	4	5	0
Q14691	GINS1	196	0	0	0	2	1	1	1	1	1	0	2	2	2	2	1	2	1	0	1	0	1	0	1	1	3	1	0	0	0	0	0	1	1	0	1	0	1	2	1	3	4	0	1	2	0	0	0	4	5	1	1	2	2	3	1	3	4	4	2	2	4	1	3	2	2	3	2	4	4	2	1	3	1	2	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0
Q14692	BMS1	1282	1	3	1	8	4	4	9	2	4	3	8	14	12	15	12	12	10	11	5	12	5	12	4	10	17	14	2	0	0	8	5	13	13	8	9	11	10	1	1	29	29	7	3	3	1	7	3	11	19	6	7	5	10	15	7	7	6	11	7	6	12	4	19	12	12	12	14	9	10	8	1	11	9	14	15	13	16	10	9	0	12	9	6	7	6	7	9	9	0
Q14694	USP10	798	4	5	4	9	8	5	5	6	4	7	3	3	2	5	6	5	2	1	5	1	2	0	3	7	11	6	0	0	0	9	8	16	12	9	8	10	6	2	3	7	11	9	6	9	8	8	4	14	14	1	1	10	9	9	7	9	10	10	13	9	12	9	11	13	10	13	15	11	12	12	3	6	8	0	2	3	3	9	13	0	4	7	5	5	5	6	8	5	0
Q14696	MESD	234	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Q14697	GANAB	944	21	18	22	2	15	0	1	19	0	14	0	0	0	0	0	0	0	1	0	1	0	0	0	3	2	3	0	0	0	3	2	3	2	5	4	7	4	3	1	12	7	0	4	5	0	0	0	11	12	1	4	23	28	23	23	25	15	23	19	19	21	12	25	28	22	28	28	27	28	22	4	39	32	4	1	2	3	3	11	4	29	32	26	30	31	32	27	18	2
Q14699	RFTN1	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14728	MFSD10	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14738	PPP2R5D	602	0	0	2	0	0	1	0	0	0	0	0	2	2	3	2	0	0	0	2	0	2	0	0	6	4	5	0	0	0	8	5	2	2	2	4	6	3	3	2	4	4	1	4	0	0	0	0	3	4	0	0	1	1	2	3	2	2	2	1	0	3	0	1	5	3	4	2	2	3	4	0	2	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	0	0
Q14739	LBR	615	3	4	3	21	7	13	15	5	12	9	10	12	14	12	12	12	11	6	7	8	11	7	12	11	14	15	7	6	7	10	10	12	15	13	11	14	13	7	7	22	22	6	12	14	6	17	6	14	15	14	13	12	11	13	9	8	6	7	5	8	9	5	10	10	8	10	8	11	9	7	7	10	9	18	18	17	19	14	16	9	5	7	7	7	7	8	7	6	4
Q14746	COG2	738	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14764	MVP	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14781	CBX2	532	0	0	0	0	0	1	0	0	1	0	0	3	6	3	4	7	5	0	1	0	0	0	1	2	1	1	0	0	0	0	1	3	3	0	0	0	0	0	0	7	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	7	6	5	8	4	3	0	0	0	1	0	0	0	0	0	0
Q14789	GOLGB1	3259	0	2	1	5	16	2	5	8	1	14	1	0	0	0	0	0	0	1	2	1	2	1	2	9	7	6	1	1	1	0	0	7	11	3	3	5	6	6	7	2	2	0	0	1	2	0	2	6	17	5	4	3	8	7	3	3	6	6	3	5	4	1	8	5	13	7	15	14	9	12	0	14	16	0	0	0	0	2	4	0	3	1	2	2	1	2	2	1	0
Q14790	CASP8	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	2	1	1	2	2	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q147X3	NAA30	362	0	0	0	1	3	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	7	7	5	0	0	0	0	0	1	1	5	3	4	5	1	1	3	1	0	11	8	0	0	0	7	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	0	0	3	0	10	8	0	0	0	0	0	0	0	0	0	0
Q14807	KIF22	665	5	5	4	2	4	1	2	3	3	2	4	6	3	7	2	2	2	7	6	6	5	4	5	9	5	10	1	2	3	1	5	10	7	9	7	7	7	0	0	16	10	5	3	4	0	0	1	5	4	1	0	1	2	4	2	0	0	3	0	1	1	0	1	0	3	2	1	0	0	2	0	1	2	13	17	9	9	9	8	0	4	3	3	5	3	3	3	3	0
Q14814	MEF2D	521	0	0	0	0	2	0	0	3	1	0	0	4	9	6	2	4	2	1	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	12	10	0	3	2	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	2	1	1	3	0	0	1	8	6	8	8	2	1	0	0	0	0	0	0	0	0	0	0
Q14839	CHD4	1912	45	46	49	156	122	141	152	108	143	129	171	261	224	253	226	254	251	115	170	110	173	100	167	173	179	167	64	97	67	69	54	153	171	109	106	107	108	143	128	436	414	37	145	134	90	89	81	158	155	96	105	94	92	76	83	89	75	75	70	75	94	43	82	77	79	70	78	75	76	81	38	108	94	261	252	239	254	143	146	17	68	78	86	78	76	86	65	77	17
Q14847	LASP1	261	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	3	0	1	2	1	1	0	0	0	0	1	3	6	3	7	5	3	0	0	2	1	0	4	2	3	5	0	1	2	0	0	3	0	0	0	1	1	0	2	2	2	5	5	4	5	6	8	6	5	4	1	3	5	0	0	0	0	2	1	0	0	0	0	1	2	2	0	0	0
Q14865	ARID5B	1188	0	0	0	5	2	2	2	0	4	1	2	15	19	14	12	10	9	0	3	0	9	0	8	2	3	3	12	8	13	2	0	4	1	2	2	1	4	0	0	15	12	1	4	5	2	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	12	3	3	0	0	0	0	0	0	0	0	0	0
Q14938	NFIX	502	0	0	0	0	0	1	0	0	2	0	0	2	2	1	2	1	1	0	1	0	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q14956	GPNMB	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14966	ZNF638	1978	9	7	13	16	12	26	21	11	25	15	30	62	65	67	53	52	49	32	34	31	31	34	31	32	38	49	16	24	26	6	7	13	15	4	8	8	8	21	21	83	102	2	43	33	2	4	3	35	36	11	13	22	24	22	14	18	21	28	22	17	26	15	49	46	49	42	50	45	42	40	15	30	27	74	70	92	70	45	38	0	12	12	11	15	13	9	9	13	0
Q14974	KPNB1	876	40	42	45	71	77	49	85	69	55	71	67	46	32	47	45	43	39	67	70	58	55	63	58	76	67	70	35	52	40	53	47	58	64	79	75	70	74	52	49	126	133	49	65	72	10	19	17	76	69	47	44	51	53	61	51	51	53	56	59	54	54	22	42	42	39	39	37	35	35	41	29	21	20	106	110	99	101	72	85	20	42	48	46	43	50	47	33	42	18
Q14978	NOLC1	699	4	3	4	1	0	12	3	0	10	1	16	19	21	8	12	17	14	5	12	5	9	1	13	11	12	8	6	7	5	3	5	7	6	4	3	4	2	1	1	26	28	3	4	6	8	13	10	5	5	3	3	2	5	7	5	5	8	4	10	10	1	2	7	2	4	4	3	2	4	6	3	1	2	10	9	6	8	5	6	5	10	9	6	6	11	10	4	5	6
Q14980	NUMA1	2115	25	21	29	68	90	32	65	112	41	104	57	130	113	118	104	109	103	178	51	168	46	156	39	71	74	89	120	122	120	35	34	145	143	73	75	82	76	53	58	344	312	26	71	57	81	80	93	94	108	74	80	23	34	36	27	32	35	30	35	27	27	17	47	44	42	42	47	37	40	37	14	64	57	144	172	142	181	70	73	1	16	18	14	22	25	17	23	20	2
Q14999	CUL7	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q149N8	SHPRH	1683	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
